artist,genre,occurrences,track_name
Björk,Metal,289,Wanderlust
Sportfreunde Stiller,Rock,289,Sportbeat
Casiotone for the Painfully Alone,Rock,289,Scattered Pearls
Deerhoof,Electronic,288,Milk Man
Bone Thugs-N-Harmony,Rap,288,Weed Song
Korn,Pop,288,Here to Stay
Paul Westerberg,Rock,288,Waiting For Somebody
Avril Lavigne,Rock,288,What the Hell
The Fall of Troy,Rock,288,Tom Waits
Emalkay,Electronic,288,Critical Hit
A.A. Bondy,Folk,288,Mightiest of Guns
Twenty One Pilots,Rock,288,Message Man
Barbara,Jazz,288,L'Aigle Noir
Minor Threat,Rock,287,Minor Threat
Ed Rush & Optical,Electronic,287,Compound
Blancmange,Rock,287,Living On The Ceiling
U2,Electronic,286,One Tree Hill
Les Négresses Vertes,World,286,Zobi La Mouche
The Pop Group,Rock,286,Don't Sell Your Dreams
Kavinsky,Electronic,286,Nightcall
Holden,Rock,285,Renata
Soulfly,Metal,285,Execution Style
John Lennon,Rock,285,Nobody Told Me
Isobel Campbell & Mark Lanegan,Rock,285,Ballad Of The Broken Seas
Nicki Minaj,Jazz,284,Fly
TC,Rock,284,Raise The Roof
Thievery Corporation,Rock,284,The Shining Path
The Devin Townsend Band,Metal,284,Deadhead
Drop Nineteens,Rock,283,Ease It Halen
Electric Wizard,Rock,283,See You In Hell
Iron Maiden,Country,283,Die With Your Boots On
Oumou Sangare,World,282,Diaraby Nene
Neaera,Metal,282,Tools of Greed
Ultraje A Rigor,Rock,282,Eu Me Amo
Mariah Carey,RnB,282,Bye Bye
Kaizers Orchestra,Rock,281,De involverte
Lusine,Electronic,281,Every Disguise
7 Year Bitch,Rock,281,Hip Like Junk
Paradise Lost,Reggae,281,The Sufferer
Anthrax,Rock,281,The Devil You Know
KRS-One,Rap,280,I Can't Wake Up
The Ethiopians,Reggae,280,Reggae Hit The Town
Blind Faith,Blues,280,Had To Cry Today
Four Tet,Rock,280,Slow Jam
Data,Electronic,279,Morphosis
The Veronicas,Pop,279,In Another Life
Annihilator,Metal,279,Crystal Ann
The Five Stairsteps,Jazz,279,O-o-h Child
Blackmore's Night,Folk,279,Olde Mill Inn
Therion,Rock,279,Thor
Mortiis,Electronic,278,Le Petit Cochon Sordide
Club 8,Pop,278,Love In December
The Bouncing Souls,Punk,278,The Pizza Song
Jupiter Jones,Rock,277,Wir sind ja schließlich nicht Metallica
Dream Evil,Metal,277,The Sledge
Das Ich,Electronic,277,Opferzeit
Evol Intent,Electronic,277,The Oscine's Lament
Autolux,Rock,276,Census
Luna Mortis,Rock,276,Ash
Sean Kingston,Electronic,276,Take You There
U2,Pop,276,Where the Streets Have No Name
Compay Segundo,Latin,275,Juramento
Benediction,Metal,275,Deadfall
Stéphane Pompougnac,Electronic,274,Living on the Edge
Calogero,Pop,274,Si Seulement Je Pouvais Lui Manquer
Vibrasphere,Electronic,273,Vertical
Michael Hedges,New Age,273,Aerial Boundaries
Toadies,Reggae,273,Tyler
The Receiving End of Sirens,Rock,273,Planning a Prison Break
Darude,Electronic,272,Sandstorm (JS16 Remix)
Emeralds,Electronic,272,Science Center
One Night Only,Rock,272,He's There
Quicksand,Rock,272,Head To Wall
Lisa Gerrard,Pop,272,Now We Are Free
Sleep,Metal,272,Holy Mountain
The Mighty Mighty Bosstones,Rock,272,Let's Face It
Garbage,Pop,270,Stupid Girl
AC/DC,Rock,270,Whole Lotta Rosie
Cavalera Conspiracy,Metal,270,Ultra-Violent
Scream Daisy,Rock,270,Seeing is Believing
Third World,Reggae,270,Now That We've Found Love
Gregory Alan Isakov,Rock,269,Big Black Car
Amusement Parks On Fire,Rock,269,Eighty Eight
Suicidal Tendencies,Rock,269,Hearing Voices
Borgore,Rock,268,Kinder Surprise
Judy Kuhn,Pop,268,Just Around The Riverbend
Manu Chao,Pop,268,Siberia
J. Tillman,Folk,268,Howling Light
Eve,Rock,267,Got What You Need
Bob Marley & The Wailers,Punk,267,Johnny Was
Colleen,Electronic,267,A Swimming Pool Down the Railway Track
M6,Electronic,266,Amazon Dawn
Toumani Diabaté's Symmetric Orchestra,World,266,Tapha Niang
The Chameleons,Rock,266,Nathan's Phase
Al Di Meola,Jazz,266,Race With Devil On Spanish Highway
Acid King,Rock,266,Into the Ground
Audio Lotion,Electronic,265,Aquitane
Caspa,Electronic,265,Born To Do It
Weekend,Rock,265,End Times
Susumu Yokota,Electronic,265,Long Long Silk Bridge
Aimee Mann,RnB,264,How Am I Different
Modest Mouse,Folk,264,Florida
UB40,Electronic,263,One in Ten
Element Eighty,Metal,263,Spite
NEEDTOBREATHE,Rock,263,The Outsiders
Tom McRae,Rock,263,It Ain't You
Red Snapper,Electronic,263,Alaska Street
Fleetwood Mac,Rap,262,Dreams
The 69 Eyes,Rock,262,Velvet Touch
Alcazar,Pop,262,This Is The World We Live In
Dr. Dog,Electronic,261,100 Years
Tamaryn,Rock,261,Mild Confusion
"Medeski, Martin and Wood",Rock,261,Hypnotized
Nero,Rock,261,Me And You
Mount Kimbie,Rap,260,Mayor
Seabound,Electronic,260,Every Last Grain
Borknagar,Rock,259,Om Hundrede Aar Er Alting Glemt
Caliban,Electronic,259,Together Alone
The Moldy Peaches,Rock,259,D.2. Boyfriend
Lou Reed,Rock,259,Oh Jim
Ignite,Metal,258,My Judgement Day
Aerosmith,Electronic,258,No More No More
Black Dice,Electronic,258,Heavy Manners
Irma Thomas,RnB,257,Anyone Who Knows What Love Is (Will Understand)
The Avalanches,Rap,257,Radio
Miss Kittin & The Hacker,Country,256,Flexibility
Herbert Grönemeyer,Electronic,256,Alkohol
Mr. Flash,Electronic,256,Disco Dynamite
Avril Lavigne,Country,256,Nobody's Home
Jeru the Damaja,Rap,256,Me Or The Papes
The Kilimanjaro Darkjazz Ensemble,Jazz,256,The Nothing Changes
The Pretty Reckless,Rock,256,Nothing Left to Lose
TTC,Rap,255,Dans le club
Skrillex,Rap,255,Ease My Mind
Yaeji,Rock,255,One More
Maria Peszek,Pop,254,Padam
Belinda,Rock,254,See a Little Light
Soulfly,Jazz,253,Rough
Fad Gadget,Rock,253,Ricky's Hand
Liquid Tension Experiment,Rock,253,Liquid Dreams
Pharoahe Monch,Rap,253,Welcome To The Terrordome
Emma Shapplin,New Age,252,Leonora
Ihsahn,Metal,252,Emancipation
Tom Vek,Rock,252,I Ain't Saying My Goodbyes
Teräsbetoni,Metal,252,Vaadimme Metallia
Máire Brennan,Folk,252,Perfect Time
Desmond Pringle,Pop,252,You Are God
Jay Reatard,Punk,252,Blood Visions
The Evpatoria Report,Rock,251,Mithridate
Soilwork,Electronic,251,The Analyst
Zazie,Pop,250,J'Envoie Valser
Manic Street Preachers,Rock,250,My Little Empire
Incubus,Metal,250,Redefine
Black Flag,Rock,250,Depression
Gojira,Rap,250,From The Sky
AFI,Metal,250,Malleus Maleficarum
Rage Against the Machine,Rap,250,I'm Housin'
Van Morrison,RnB,250,Goodbye Baby (Baby Goodbye)
Uffie,Pop,250,Dismissed
Rufio,Rock,249,She Cries
Karpatenhund,Rock,249,Zusammen Verschwinden
Kivimetsän Druidi,Rock,249,Halls Of Shadowheart
Boris,Rock,249,Nothing Special
A Sunny Day In Glasgow,Rap,249,Crushin'
Houston Calls,Rock,249,Elephant And Castle
Delroy Wilson,Reggae,248,Better Must Come
The Gutter Twins,Rock,248,Circle the Fringes
Stimming,Electronic,247,Silver Surfer
Pyotr Ilyich Tchaikovsky,Rock,247,Swan Lake
Alphabeat,Pop,247,Touch Me Touching You
Mac Miller,Country,246,Another Night
Desert Sessions,Rock,246,Subcutaneous Phat
Candlebox,Rock,246,Simple Lessons
Blue States,Electronic,246,Arion
Gerry & The Pacemakers,Rock,245,How Do You Do It
The Jayhawks,Country,245,Bad Time
The Slackers,Reggae,245,Have the Time
Celtic Frost,Rock,244,Mexican Radio
Kyoto Jazz Massive,Jazz,244,The Brightness Of These Days (Quantic Remix)
Looptroop Rockers,Rap,244,The Building
The Tear Garden,Electronic,244,Sheila Liked the Rodeo
Eternal Tears of Sorrow,Metal,244,When the Darkest Night Falls
Be Your Own Pet,Rock,244,Wildcat!
Charlotte Church,Pop,243,The Flower Duet
Busy P,Electronic,243,Pedrophilia
Terranova,Electronic,243,Ground Of Original Nature
Milburn,Rock,243,Storm In A Teacup
Cat Power,Country,242,Silver Stallion
Younger Brother,Electronic,242,Your Friends Are Scary
Françoise Hardy,Pop,242,Comme
The Soundtrack of Our Lives,Rock,242,Instant Repeater '99
Sibylle Baier,Electronic,242,William
Seefeel,Electronic,242,Polyfusion
The Pietasters,Reggae,241,Out All Night
Entwine,Metal,241,Fatal Design
Noisuf-X,Electronic,240,Hit Me Hard
Absurd Minds,Rock,240,The Question
Cymbals Eat Guitars,Rock,240,What Dogs See
Panzer AG,Electronic,240,Totale Luftherrschaft
Defeater,Rock,240,Empty Glass
Oceano,Metal,239,Dead Planet
The Chi-Lites,Rock,239,Oh Girl
Chicago,Reggae,238,Make Me Smile
Taj Mahal,Blues,238,Chevrolet
Kammarheit,Electronic,238,"Sleep After Toyle, Port After Stormie Seas"
Danny Brown,Metal,237,Downward Spiral
Dope Stars Inc.,Electronic,237,Platinum Girl
Flogging Molly,Country,237,Every Dog Has Its Day
Maanam,Rock,237,Wyjątkowo zimny maj
Broken Bells,Folk,236,October
Kid Rock,Rock,236,All Summer Long
A Perfect Circle,Metal,236,Sleeping Beauty
As I Lay Dying,Electronic,235,Confined
Bachelors of Science,Electronic,235,People Together
Tina Turner,Metal,235,We Don't Need Another Hero
G. Love & Special Sauce,Reggae,234,Fatman
La Roux,Rock,234,Let Me Down Gently
Tom Waits,Blues,234,Jockey Full of Bourbon
Astral Projection,World,234,Mahadeva
Les Claypool,Rock,233,Vernon The Company Man
Panda Bear,Metal,233,Drone
Europe,Rock,233,Carrie
Faithless,Pop,233,Don't Leave
This Romantic Tragedy,Rock,232,The Worst Part Is Waking Up
The Fiery Furnaces,Rock,231,Oh Sweet Woods
Control Denied,Rock,231,Cut Down
Kandi,RnB,230,Don't Think I'm Not
Jimmy Page,Rock,230,Writes Of Winter
The Brand New Heavies,Jazz,230,You Are The Universe
Basic Channel,Electronic,230,Q1.2
Metropolitan Jazz Affair,Jazz,230,Drifting (Swing Mix)
Horace Silver,Jazz,229,Que Pasa
Reggie and the Full Effect,Rock,229,Get Well Soon
Tripswitch,Electronic,229,Shamanic Tea
Sally Shapiro,Electronic,229,Hold Me So Tight
Sergent Garcia,Latin,229,Camino De La Vida
Martina Topley-Bird,Pop,229,Razor Tongue
Hans Zimmer,Metal,228,Progeny
Cutsigh,Electronic,228,Blue Green
Air,Pop,227,Décollage
Michna,Electronic,227,Triple Chrome Dipped
Ringo Deathstarr,Rock,227,Starrsha
Falco,Electronic,227,Out of the Dark
Led Zeppelin,Reggae,227,Moby Dick
Ali Farka Touré and Ry Cooder,World,226,Soukora
La Phaze,Rock,225,Little Face
ASD,Rap,225,Sneak Preview
Solar Fields,Electronic,225,Breathing Neutron Empire
Alanis Morissette,Rock,225,Surrendering
Efdemin,Electronic,225,"Stately, Yes."
Doe Maar,Pop,225,Watje
Anastacia,Pop,224,Left Outside Alone
Kitaro,New Age,224,Dance Of Sarasvati
Sha Na Na,Pop,224,Those Magic Changes
Sikth,Metal,223,Wait For Something Wild
Christopher O'Riley,Reggae,223,Exit Music (For A Film)
Converge,Punk,223,Losing Battle
Tomahawk,Punk,222,Sir Yes Sir
Gescom,Electronic,222,Key Nell 4
Rodrigo Leão,World,222,Lonely Carousel
Ty Segall,Rock,222,Caesar
Dagda,Folk,221,Celtic Trance
Issa Bagayogo,World,221,Saye Mogo Bana
Lloyd,Rock,221,Hazel
Roni Size,Electronic,221,Lucky Pressure
Devendra Banhart,Rock,221,Horseheadedfleshwizard
John Frusciante,Pop,220,Wishing
Cut Copy,Rock,220,Sun God
Black Moth Super Rainbow,Electronic,220,Vietcaterpillar
Toxic Holocaust,Rock,219,Wild Dogs
Carl Orff,Rock,219,O Fortuna
Skunk Anansie,Punk,219,Weak
Luke Vibert,Electronic,219,Cash'n'Carry Acid
Gene Pitney,Pop,219,Every Breath I Take
Blondie,Rock,219,Hanging on the Telephone
Edguy,Electronic,218,Sands of Time
Popof,Electronic,218,Toxic Love
McFly,Rock,218,POV
Ten Years After,Rock,217,Baby Won't You Let Me Rock 'N' Roll You
Rachel Browne,Rock,217,Antigone
Rudy Mills,Reggae,217,John Jones
The Suicide Machines,Reggae,217,High Anxiety
Misery Index,Electronic,217,The Great Depression
Extreme,Rock,217,Color Me Blind
Bandabardò,Folk,217,Ubriaco Canta Amore
Iron Maiden,Rap,217,Brave New World
Mindless Self Indulgence,Electronic,217,On It
INXS,Punk,217,Don't Change
MC Chris,Rap,217,Awesome Fucker
Audio Bullys,Electronic,217,Only Man
RIP SLYME,Rap,216,Blue Be-Bop
Before the Dawn,Metal,216,Guardian
Coverdale/Page,Rock,216,Absolution Blues
Sabaton,Metal,216,Reign of Terror
Black Mountain,Country,216,Wild Wind
Loreena McKennitt,Rock,216,The Dark Night Of The Soul
Minitel Rose,Electronic,216,Business Woman
The Locos,Reggae,215,Prepotencia Mundial
The (International) Noise Conspiracy,Punk,215,Smash It Up
The 2 Bears,Rock,215,Bear Hug
Star Fucking Hipsters,Punk,215,Snitch to the Suture
Marc Lavoine,Pop,215,Toi Mon Amour
Mike Oldfield,Metal,214,Harbinger
Psapp,Rock,214,Eating Spiders
소녀시대,Rock,214,Hoot
Hocico,Rock,214,Fed Up
Belle and Sebastian,Country,214,The Wrong Girl
Wippenberg,Electronic,213,Chakalaka
K.I.Z.,Rap,213,Hahnenkampf
Tony Bennett,Jazz,213,Body and Soul
The Spencer Davis Group,Rock,213,Somebody Help Me
Felix Laband,Electronic,213,Whistling In Tongues
Martin Garrix,Rock,213,Don't Look Down
Steve Earle,Country,213,My Old Friend The Blues
Suicide Commando,Metal,212,See You in Hell
Clan of Xymox,Rock,212,After the Call
Guns N' Roses,Jazz,211,Since I Don't Have You
Morning Runner,Rock,211,Gone Up In Flames
Ten After Two,Rock,211,They All Fall Down
Tepr,Electronic,211,Minuit Jacuzzi (datA remix)
Moondog,World,210,Big Cat
Blakroc,Rock,210,What You Do To Me
The Juan Maclean,Electronic,210,Accusations
Amaranthe,Electronic,210,Amaranthine
Sybreed,Metal,210,Doomsday Party
I Am Robot and Proud,Electronic,210,"Save Your Neck, Save Your Brother"
Lovehatehero,Rock,209,Theatre of Robots
Lykke Li,Rock,209,No Rest for the Wicked
"Tyler, the Creator",Rock,208,Boredom
Vast,Rock,207,Touched
A Plea for Purging,Metal,207,Devourer
Seven Mary Three,Rock,207,I Could Be Wrong
The Twilight Sad,Rock,206,Fourteen Autumns and Fifteen Winters
The Juliana Theory,Rock,205,Do You Believe Me?
The Vines,Electronic,205,Animal Machine
Flykkiller,Electronic,205,Sell My Pulse
Motion City Soundtrack,Pop,205,When You're Around
B-Complex,Electronic,205,Three Dots
Simian Mobile Disco,Rock,205,I Believe
The Ruby Suns,Rock,204,Tane Mahuta
Amiina,Rock,204,Kolapot
Kid Loco,Electronic,204,A Little Bit of Soul
Bowery Electric,RnB,203,Fear of Flying
Dope,Metal,203,I Am Nothing
Otis Rush,Blues,202,Three Times a Fool
The Underwolves,Electronic,202,68 Moves
Böhse Onkelz,Rock,201,Keine Amnestie für MTV
Minus the Bear,Metal,201,Lotus
Boards of Canada,Rock,201,Gemini
The Toasters,Reggae,201,I'm Running Right Through the World
Mystery Jets,Rock,201,Soluble In Air
Suicidal Tendencies,Punk,200,I Shot The Devil
80KIDZ,Electronic,200,Miss Mars
Xiu Xiu,Electronic,200,Clover
Polygon Window,Electronic,200,Audax Powder
Sizzla,Metal,199,Rise To The Occasion
FGFC820,Metal,199,Killing Fields
Spineshank,Rock,199,New Disease
LFO,Metal,199,Nurture
Megadeth,Jazz,199,The Emperor
Einstürzende Neubauten,Electronic,198,Kollaps
Celtic Spirit,Folk,198,Ta Muid
Simple Minds,Electronic,198,All The Things She Said
Veronica Falls,Rock,198,Found Love in a Graveyard
Sepultura,Rock,198,Choke
"Harry Connick, Jr.",Jazz,197,Speak Softly Love
Max Herre,RnB,197,Geschenkter Tag
The Verbrilli Sound,Electronic,197,Undersea War Romance
Roy Orbison,Jazz,196,Only the Lonely
Unsun,Punk,196,Face The Truth
Xzibit,Rap,196,Break Yourself
Interpol,Electronic,195,Mammoth
Habib Koité,World,195,Wassiye
B.o.B,Rap,195,So Good
Art of Noise,Electronic,195,(Three Fingers Of) Love
Michael Nyman,Latin,195,The Departure
I Killed the Prom Queen,Metal,194,Pointed To My Heart
Rick Wakeman,Rock,194,Lady Of The Lake
The Box Tops,Rock,194,The Letter
Norah Jones,Electronic,194,Happy Pills
McFly,Pop,193,I've Got You
A Skylit Drive,Pop,193,Your Mistake
Cepia,Electronic,193,Hoarse
Missy Higgins,Rock,193,Scar
Nitin Sawhney,Electronic,192,Broken Skin
John Cale,Rock,192,Hanky Panky Nohow
The Strokes,Reggae,192,On the Other Side
Stream of Passion,Metal,192,Breathing Again
One-T,Electronic,192,The Magic Key
Youth Group,Rock,192,Skeleton Jar
Jason Michael Carroll,Country,192,Alyssa Lies
Young Thug,Rock,191,Digits
Moneybrother,Rock,191,Guess Who's Gonna Get Some Tonight
The Turtles,Rock,191,Outside Chance
Shawn Mendes,Rock,191,Never Be Alone
Beach House,World,191,Zebra
To/Die/For,Metal,191,Little Deaths
Wilco,Metal,190,Deeper Down
Nachtmahr,Electronic,190,Mein Name
Mandalay,Folk,190,This Life
Drive Like Jehu,Rock,190,Do You Compute
Freddie King,Blues,190,Me And My Guitar
Basement Jaxx,Rap,189,U Don't Know Me
Deer Tick,Rock,189,Twenty Miles
Suicide Silence,Rock,189,The Disease
One Direction,RnB,189,Change My Mind
Life Without Buildings,Rock,189,The Leanover
Rise Against,Electronic,189,To the Core
Elvenking,Metal,188,Not My Final Song
Circle Takes the Square,Rock,188,Interview at the Ruins
Frank Ocean,Jazz,188,Sierra Leone
We Are the Ocean,Rock,187,Look Alive
Anouar Brahem,Jazz,187,Halfaouine
GS Boyz,Rap,187,Stanky Legg
Julia Fordham,Pop,185,Few Too Many
+44,Rock,185,Lillian
Faces,Blues,185,Ooh La La
Amduscia,Electronic,185,"Kill, Inc., Motherfuckers"
Rod Stewart,RnB,184,You Wear It Well
Elefant,Rock,184,Now That I Miss Her
Metallica,Electronic,184,Frantic
Ion Dissonance,Metal,183,Failure in the Process of Identifying a Dream
Behemoth,Folk,183,Amen
Unter Null,Electronic,183,Watch You Die
Accept,Rock,183,Love Child
The Naked and Famous,Electronic,183,Bells
Elton John,RnB,182,Your Song
Oh Laura,Pop,182,It Ain't Enough
Unwound,Rock,182,Corpse Pose
Set Your Goals,Rock,182,Flight of the Navigator
Red Sparowes,Rock,182,A Swarm
Slayer,Rock,182,Jesus Saves
Sebadoh,Rock,182,"As the World Dies, the Eyes of God Grow Bigger"
Eagle-Eye Cherry,Rock,182,Shooting Up In Vain
Cream,Blues,182,Rollin' And Tumblin'
Toto,Metal,182,99
These Arms Are Snakes,Rock,182,Angela's Secret
Between the Buried and Me,Rock,181,Medicine Wheel
The Flaming Lips,Rock,181,When You Smile
Sublime,Rock,181,Scarlet Begonias
Dälek,Jazz,181,Heads
The Coral,Rock,180,Talkin' Gypsy Market Blues
Nightrage,Metal,180,The Tremor
The Normal,Rock,180,Warm Leatherette
Before the Dawn,Rap,180,Last Song
Funker Vogt,Electronic,180,Date Of Expiration
Afrika Bambaataa,Rap,179,Planet Rock
David Gray,Rock,179,January Rain
Spice Girls,Rock,179,Viva Forever
Cusco,New Age,179,Kublai Khan
Pure Reason Revolution,Rock,179,Avo
Ben Lee,Rock,179,I'm Willing
Crippled Black Phoenix,Rock,179,The Lament of the Nithered Mercenary
Ludwig van Beethoven,Punk,179,Ode to Joy
The Fall,Rock,178,The Classical
Celia Cruz,Latin,178,Burundanga
Secret Machines,Rock,178,Flying
Greeley Estates,Rock,178,There's Something Wrong With The World Today
Napalm Death,Jazz,178,Discordance
Amy Winehouse,Rock,178,Half Time
Echo & the Bunnymen,RnB,178,Seven Seas
Goose,Electronic,178,British Mode
Pere Ubu,Rock,178,30 Seconds Over Tokyo
Karen Dalton,Folk,177,Little Bit of Rain
Dogs Die in Hot Cars,Rock,177,I Love You 'Cause I Have To
Gotye,Electronic,177,Seven Hours With a Backseat Driver
The Expendables,Pop,177,Set Me Off
Nina Simone,Jazz,177,Good Bait
Eyes Set to Kill,Metal,177,All You Ever Knew
Braid,Rock,176,First Day Back
Pentagram,Rock,176,Madman
Orange Juice,Rock,176,Falling and Laughing
The Boy Least Likely To,Rock,175,Fur Soft As Fur
Shellac,Rock,174,Crow
Kanka,Reggae,174,Skunky
Johnnie Taylor,RnB,174,Disco Lady
Ari Koivunen,Rock,174,Don't Try To Break Me
Brodka,Rap,174,K.O.
Muse,Electronic,173,Recess
Jungle,Electronic,173,Accelerate
Janis Joplin,Rock,173,Flower in the Sun
Devendra Banhart,Reggae,173,Won't You Come Home
SR-71,Rock,173,Last Man On The Moon
Black Strobe,Electronic,172,Shining Bright Star
Arcana,Electronic,172,Eclipse of the Soul
Arcturus,Metal,172,Hufsa
Christina Perri,Rock,172,The Lonely
The Clash,Reggae,172,Somebody Got Murdered
The White Stripes,Country,171,Dead Leaves and the Dirty Ground
Xscape,RnB,171,Just Kickin' It
Martha Wainwright,Pop,171,You Cheated Me
Demi Lovato,RnB,171,Heart Attack
Slipknot,Rock,170,Left Behind
Poe,Rock,170,Hey Pretty (Drive-By 2001 Mix)
Shy FX,Electronic,170,Shake Ur Body
Samael,Rock,170,On Earth
Sherwood,Electronic,170,Middle Of The Night
Lorde,Rock,170,Swingin Party
HammerFall,Electronic,169,Natural High
Pitbull,Rock,169,Time of Our Lives
Barenaked Ladies,Rock,169,It's All Been Done
Jerry Cantrell,Reggae,169,Settling Down
Courtney Love,Rock,169,Almost Golden
The Beatles,Pop,169,Ticket to Ride
Vibesquad,Electronic,169,Punchingbag
RX Bandits,Pop,169,Anyone But You
Brandy,Country,169,Almost Doesn't Count
Kai Tracid,Rock,169,Suicide
Kat DeLuna,RnB,169,"Love Me, Leave Me"
The Beloved,Electronic,168,The Sun Rising
Kap Bambino,Electronic,168,Dead Lazers
"Earth, Wind & Fire",Jazz,168,After the Love Has Gone
Ted Gärdestad,Pop,167,Jag vill ha en egen måne
All That Remains,Punk,167,Indictment
The Cranberries,Jazz,167,Just My Imagination
Amerie,RnB,167,Gotta Work
Britney Spears,RnB,167,Love Me Down
Ladyhawke,Rock,167,Oh My
Kylie Minogue,Metal,167,Confide in Me
Cake,Pop,167,"Perhaps, Perhaps, Perhaps"
Jadakiss,Rap,167,Rockin' With The Best
Against All Authority,Punk,166,Silence Is Golden But Duct Tape Is Silver
John Frusciante,Electronic,166,Saturation
Overseer,Electronic,165,Supermoves
King Sunny Ade,World,165,Ja Funmi
Katatonia,Rock,164,Leech
A Perfect Circle,Electronic,164,Thomas
Gloria Estefan,Rock,164,Conga
GG Allin,Punk,163,I wanna fuck myself
Beck,Jazz,163,Tropicalia
Andrew Bird,Country,162,Effigy
Pete Yorn,Electronic,162,Lose You
Alif Tree,Jazz,162,I Feel Blue
Carnifex,Metal,162,Collaborating Like Killers
Beyoncé,Pop,162,Work It Out
dredg,Metal,162,Spitshine
Brad Kane,Pop,162,One Jump Ahead
The Young Rascals,RnB,162,Groovin'
Modest Mouse,Punk,161,Broke
Goo Goo Dolls,Rap,161,All Eyes on Me
Nest,Rock,161,Summer Storm
Joe Jackson,Rock,161,It's Different For Girls
Mahmoud Ahmed,World,161,Erè Mèla Mèla
Isaac Hayes,RnB,160,Hung Up On My Baby
Mayhem,Metal,160,Deathcrush
Isolée,Electronic,160,Schrapnell
Peter Green,Blues,160,Apostle
Dabrye,RnB,160,I'm Missing You
Jesus On Extasy,Electronic,160,Neochrome
Human Hands,World,160,Hypnotica
Keaton Henson,Country,159,You Don't Know How Lucky You Are
Northlane,Rock,159,Dispossession
HORSE the band,Electronic,159,Hyperborea
Shaman,Rock,159,Ancient Winds
Public Enemy,Rap,159,Mind Terrorist
Norah Jones,Rock,159,Good Morning
Nancy Sinatra,Rock,159,You Only Live Twice
Alpha,Rock,159,Elvis
Arsis,Metal,159,We Are The Nightmare
Die Apokalyptischen Reiter,Metal,158,Himmelskind
Bodyjar,Rock,158,Not the Same
Dagoba,Metal,158,The Things Apart
Lady Gaga,Rock,158,Starstruck
Bruce Dickinson,Metal,158,Starchildren
The Moody Blues,RnB,158,Evening
Future,Rock,158,Turn On The Lights
Cute Is What We Aim For,Electronic,158,Moan
Sting,Jazz,158,La Belle Dame Sans Regrets
Future of the Left,Rock,158,Arming Eritrea
The Warlocks,Rock,158,So Paranoid
Imagination,Rock,158,Just an Illusion
Silverchair,Folk,157,Straight Lines
Shinedown,Metal,157,Devour
The Birthday Massacre,Rock,157,Promise Me
The Mission,Blues,157,Like A Hurricane
Reverend and the Makers,Rock,157,He Said He Loved Me
Fleetwood Mac,New Age,156,Rhiannon
The Blood Brothers,Punk,156,You're The Dream Unicorn!
Commix,Electronic,156,Bear Music
Black Label Society,Rap,156,Parade Of The Dead
The Lumineers,Rap,156,Slow It Down
Pete Murray,Rock,156,Fly With You
Big Star,Metal,156,Thirteen
Carpathian,Punk,155,who the fuck taught you snaps?
Jaco Pastorius,Jazz,155,Kuru/Speak Like A Child
Architects,Electronic,155,To The Death
The Pussycat Dolls,Rock,155,Beep
Static-X,Rock,155,Black And White
King Diamond,Metal,155,Black Horsemen
Trouble,Metal,154,The Tempter
Lymbyc Systym,Metal,153,Narita
Alanis Morissette,World,153,Baba
Buena Vista Social Club,Latin,153,Orgullecida
2raumwohnung,Pop,153,Bleib geschmeidig
Ministry,Electronic,153,What He Say
Shaman,RnB,153,Fairy Tale
Turbonegro,Rock,152,Deathtime
Los Látigos,Rock,152,Luces Sensacional
Seether,Rock,152,Hang On
Dead Kennedys,Rock,151,The Prey
Coralie Clément,Pop,151,L'Enfer
Sasha,Pop,151,Fundamental
Moonspell,Rock,151,K
"Crosby, Stills & Nash",Rock,151,Southern Cross
Diablo,Metal,151,Chagrin
Culcha Candela,Reggae,151,Next Generation
Hatebreed,Rock,151,Proven
Labyrinth,Country,150,New Horizons
Faces,Rock,150,Glad and Sorry
Hoobastank,RnB,150,The Reason
She Makes War,Rock,150,Olympian
Clint Black,Country,149,A Good Run Of Bad Luck
The Civil Wars,Rap,149,Dust to Dust
London Elektricity,Rock,149,Different Drum
Goo Goo Dolls,Rock,149,Black Balloon
Daedelus,Rock,149,Dearly Departed
Despised Icon,Pop,149,Made Of Glass
Orquesta Del Plata,Electronic,149,Montserrat
Draconian,Rock,149,End of the Rope
Bastille,Rap,149,World Gone Mad
Teebs,Rock,149,Felt Tip
FM Static,Rock,148,Definitely Maybe
Ayub Ogada,World,148,Obiero
Beatsteaks,Punk,148,Loyal to None
The Wanted,Rock,148,Chasing the Sun
Yves Larock,Rock,148,Rise Up
Saul Williams,Rap,147,Act III Scene 2 (Shakespeare)
Tom Waits,Folk,147,Day After Tomorrow
The Derek Trucks Band,Blues,147,I Wish I Knew (How It Would Feel To Be Free)
Miracle Fortress,Rock,147,Next Train
Roxette,Jazz,147,The Look
Lite,Rock,147,Infinite Mirror
Gallows,Reggae,147,Abandon Ship
Cinderella,Electronic,147,The Last Mile
Armor for Sleep,Rock,147,Stand In The Spotlight
John Lennon,Electronic,146,Bless You
Deep Forest,New Age,146,Gathering
Death in Vegas,Metal,146,Death Threat
Stephen Malkmus,Rock,146,Jenny & the Ess-Dog
Chicane,Rock,145,Come Tomorrow
Paris Combo,Jazz,145,"High, Low, In"
La Vela Puerca,Blues,145,El Viejo
Tortoise,Rock,145,Everglade
Grzegorz Turnau,Jazz,145,Bracka
